,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
3,426,635a845f1ab998280302a408,2022-07-27T22:00:00.000Z,MoeNick#1374,mateodaza#3156,"for being a great leader, pm and a friend ",0,0,635a845f1ab998280302a41e,divine_comedian#5493,WhyldWanderer#7002,ClaraZi#5313,17.8,144.0,False,"for being a great leader, pm and a friend "
5,226,635a845f1ab998280302a340,2022-07-20T22:00:00.000Z,"Griff (💜,💜)#8888",paxthemax#4454,for the ETHCC talk! ,635a845f1ab998280302a2c8,635a845f1ab998280302a317,635a845f1ab998280302a2c8,divine_comedian#5493,WhyldWanderer#7002,Nikola Creatrix#5026,9.77,144.0,False,for the ETHCC talk! 
6,235,635a845f1ab998280302a349,2022-07-20T22:00:00.000Z,"Griff (💜,💜)#8888",MoeNick#1374,and for presenting Giveth in Paris ,635a845f1ab998280302a2c8,635a845f1ab998280302a317,635a845f1ab998280302a2c8,divine_comedian#5493,WhyldWanderer#7002,Nikola Creatrix#5026,4.97,144.0,False,and for presenting Giveth in Paris 
7,185,635a845f1ab998280302a317,2022-07-20T22:00:00.000Z,"Griff (💜,💜)#8888",Rodricast#1415,and all the team in Ethcc!!! ,635a845f1ab998280302a2c8,0,635a845f1ab998280302a2c8,divine_comedian#5493,WhyldWanderer#7002,Nikola Creatrix#5026,11.27,144.0,False,and all the team in Ethcc!!! 
9,214,635a845f1ab998280302a334,2022-07-20T22:00:00.000Z,"Griff (💜,💜)#8888",Dr. Suga#8514,presence at ethcc Paris ,635a845f1ab998280302a2c8,635a845f1ab998280302a317,635a845f1ab998280302a2c8,divine_comedian#5493,WhyldWanderer#7002,Nikola Creatrix#5026,9.77,144.0,False,presence at ethcc Paris 
11,826,635a845f1ab998280302a598,2022-08-03T22:00:00.000Z,MoeNick#1374,Carlos096#8712,for being an awesome pm! ,635a845f1ab998280302a56e,0,635a845f1ab998280302a56e,divine_comedian#5493,WhyldWanderer#7002,ClaraZi#5313,7.17,144.0,False,for being an awesome pm! 
13,270,635a845f1ab998280302a36c,2022-07-20T22:00:00.000Z,"Griff (💜,💜)#8888",mateodaza#3156,"for representing Giveth in Paris (not sure who's also there, sorry if I missed you) ",635a845f1ab998280302a2c8,635a845f1ab998280302a317,635a845f1ab998280302a2c8,divine_comedian#5493,WhyldWanderer#7002,Nikola Creatrix#5026,9.77,144.0,False,"for representing Giveth in Paris (not sure who's also there, sorry if I missed you) "
16,55,635a845e1ab998280302a295,2022-07-18T22:00:00.000Z,ClaraZi#5313,Sym#3186,"for the most amazing EthBCN experience, all the dinners, hugs & great times. I'm so proud to be part of the Giveth fam. Can't wait to meet up again! 💜 ",0,0,635a845e1ab998280302a26e,hanners717#2022,WhyldWanderer#7002,Nikola Creatrix#5026,11.8,144.0,False,"for the most amazing EthBCN experience, all the dinners, hugs & great times. I'm so proud to be part of the Giveth fam. Can't wait to meet up again! 💜 "
22,50,635a845e1ab998280302a290,2022-07-18T22:00:00.000Z,Danibelle the Uno and Only#6791,Sym#3186,"for the most amazing EthBCN experience, all the dinners, hugs & great times. I'm so proud to be part of the Giveth fam. Can't wait to meet up again! 💜 ",0,0,635a845e1ab998280302a267,hanners717#2022,Almond | oyealmond#7049,Nikola Creatrix#5026,20.47,144.0,False,"for the most amazing EthBCN experience, all the dinners, hugs & great times. I'm so proud to be part of the Giveth fam. Can't wait to meet up again! 💜 "
23,397,635a845f1ab998280302a3eb,2022-07-27T22:00:00.000Z,Cotabe#4096,Nikola Creatrix#5026,for representing Giveth in twitter space today with ninDAO and keep on growing and showing up as a powerful passionate and dedicated Givethor ,635a845f1ab998280302a3f4,635a845f1ab998280302a3ec,0,ClaraZi#5313,freshelle#9882,Dr. Suga#8514,10.97,144.0,False,for representing Giveth in twitter space today with ninDAO and keep on growing and showing up as a powerful passionate and dedicated Givethor 
