,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
0,612,635a845d1ab9982803028ad1,2022-03-02T23:00:00.000Z,"Griff (💜,💜)#8888",Dr. Suga#8514,for wonderful check in for comms and support and comms support 😄 !praise and for amazing EthDen talks !praise for loads of info for upcoming EthDen article !praise for great presence at EthDen and all over! !praise for Meet the Makers ,0,635a845d1ab9982803028ab2,0,hanners717#2022,fuscia,ClaraZi#5313,52.8,144,False,for wonderful check in for comms and support and comms support 😄 !praise and for amazing EthDen talks !praise for loads of info for upcoming EthDen article !praise for great presence at EthDen and all over! !praise for Meet the Makers 
1,595,635a845d1ab9982803028ac0,2022-03-02T23:00:00.000Z,"Griff (💜,💜)#8888",Dr. Suga#8514,for wonderful check in for comms and support and comms support 😄 and for amazing EthDen talks for loads of info for upcoming EthDen article for great presence at EthDen and all over! for Meet the Makers ,0,635a845d1ab9982803028ab2,635a845d1ab9982803028ad1,hanners717#2022,fuscia,ClaraZi#5313,9.6,144,False,for wonderful check in for comms and support and comms support 😄 and for amazing EthDen talks for loads of info for upcoming EthDen article for great presence at EthDen and all over! for Meet the Makers 
2,419,635a845d1ab9982803028a10,2022-03-01T23:00:00.000Z,willyfox#1178,markop#2007,for shilling Giveth at ETHDenver. ,0,0,635a845d1ab9982803028871,hanners717#2022,cuidadopeligro#4788,Nikola Creatrix#5026,7.47,144,False,for shilling Giveth at ETHDenver. 
4,78,635a845d1ab99828030288bb,2022-02-16T23:00:00.000Z,Ramin#4479,mateodaza#3156,"for being the best team mates ever, working with you is amazing ",0,635a845d1ab9982803028888,0,Danibelle the Uno and Only#6791,cuidadopeligro#4788,Nikola Creatrix#5026,48.6,144,False,"for being the best team mates ever, working with you is amazing "
6,811,635a845d1ab9982803028b98,2022-03-09T23:00:00.000Z,"Griff (💜,💜)#8888",karmaticacid#1218,"for representing at The DAOist Mexico, giving out tons of swag, and sharing our message so far ",0,0,635a845d1ab9982803028b5b,hanners717#2022,fuscia,ClaraZi#5313,17.8,144,False,"for representing at The DAOist Mexico, giving out tons of swag, and sharing our message so far "
7,820,635a845d1ab9982803028ba1,2022-03-09T23:00:00.000Z,"Griff (💜,💜)#8888",karmaticacid#1218,for being the best giveth shill ,635a845d1ab9982803028b98,0,0,hanners717#2022,fuscia,ClaraZi#5313,52.5,144,False,for being the best giveth shill 
8,777,635a845d1ab9982803028b76,2022-03-09T23:00:00.000Z,"Griff (💜,💜)#8888",Carlos096#8712,"for attending to Daoist Mexico, it was great to get people to know about giveth! ",0,0,635a845d1ab9982803028b5b,hanners717#2022,fuscia,ClaraZi#5313,17.8,144,False,"for attending to Daoist Mexico, it was great to get people to know about giveth! "
9,341,635a845d1ab99828030289c2,2022-02-23T23:00:00.000Z,"Griff (💜,💜)#8888",WhyldWanderer#7002,for representing Giveth at ETHDenver & The DAOists ,635a845d1ab9982803028973,0,0,hanners717#2022,fuscia,ClaraZi#5313,59.5,144,False,for representing Giveth at ETHDenver & The DAOists 
10,939,635a845d1ab9982803028c18,2022-03-09T23:00:00.000Z,"Griff (💜,💜)#8888",ClaraZi#5313,for talks at Daoist ,635a845d1ab9982803028b98,0,635a845d1ab9982803028b5b,hanners717#2022,fuscia,ClaraZi#5313,9.3,144,False,for talks at Daoist 
11,1013,635a845d1ab9982803028c62,2022-03-09T23:00:00.000Z,"Griff (💜,💜)#8888",WhyldWanderer#7002,for representing Giveth in Mexico City ,635a845d1ab9982803028b98,0,635a845d1ab9982803028b5b,hanners717#2022,fuscia,ClaraZi#5313,11.97,144,False,for representing Giveth in Mexico City 
13,949,635a845d1ab9982803028c22,2022-03-09T23:00:00.000Z,"Griff (💜,💜)#8888",Rodricast#1415,for being in mexico communicating about Giveth ,635a845d1ab9982803028b98,0,635a845d1ab9982803028b5b,hanners717#2022,fuscia,ClaraZi#5313,11.97,144,False,for being in mexico communicating about Giveth 
14,1021,635a845d1ab9982803028c6a,2022-03-09T23:00:00.000Z,"Griff (💜,💜)#8888",Cotabe#4096,for the amazing representation at the DAOist and getting me all excited about jumping into this world ,635a845d1ab9982803028b98,0,635a845d1ab9982803028b5b,hanners717#2022,fuscia,ClaraZi#5313,11.97,144,False,for the amazing representation at the DAOist and getting me all excited about jumping into this world 
