index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DISMISSED 1,DISMISSED 2,DISMISSED 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,SPREAD
1478,635a845e1ab998280302a23d,2022-07-13T22:00:00.000Z,willyfox#1178,hanners717#2022,for an awesome talk at EthBarcelona and coming over to the Giveth house! ,1.0,144.0,21.0,,635a845e1ab998280302a084,635a845e1ab998280302a0e2,False,False,False,Danibelle the Uno and Only#6791,ClaraZi#5313,hanners717#2022,5.83,143.0
1131,635a845e1ab998280302a0e2,2022-07-13T22:00:00.000Z,willyfox#1178,divine_comedian#5493,for doing an amazing and enthusiastic talk about scaling DAOs at eth barcleona! ,1.0,144.0,21.0,,635a845e1ab998280302a084,,False,False,False,Danibelle the Uno and Only#6791,ClaraZi#5313,hanners717#2022,12.13,143.0
1073,635a845e1ab998280302a0a8,2022-07-13T22:00:00.000Z,Rodricast#1415,ClaraZi#5313,for design work for ETH BCN and awesome slide deck designs ,3.0,8.0,144.0,,,635a845e1ab9982803029dd1,False,False,False,mateodaza#3156,miguelb#5176,divine_comedian#5493,8.47,141.0
1121,635a845e1ab998280302a0d8,2022-07-13T22:00:00.000Z,Claire#1861,divine_comedian#5493,@Cori@MoeNick for showing visitors to our booth how to use the giveth app to make donations and doing a great job explaining Giveth to attendeees at eth barcelona ,144.0,21.0,5.0,,,,False,False,False,Nikola Creatrix#5026,cuidadopeligro#4788,Cori#8483,56.67,139.0
1037,635a845e1ab998280302a084,2022-07-07T22:00:00.000Z,willyfox#1178,WhyldWanderer#7002,for an awesome talk at ETH Barcelona and sharing the bisions of great projects like Giveth ,5.0,144.0,13.0,,,,False,False,False,Danibelle the Uno and Only#6791,ClaraZi#5313,hanners717#2022,54.0,139.0
1199,635a845e1ab998280302a126,2022-07-13T22:00:00.000Z,Tamarandom#9361,Rodricast#1415,"for the amazing work, contribute to giveth on ETHBCN and be an amazing and beautiful team! ",144.0,5.0,21.0,,,635a845e1ab998280302a0ce,False,False,False,Nikola Creatrix#5026,ClaraZi#5313,geleeroyale#3228,49.67,139.0
435,635a845e1ab9982803029e2a,2022-06-21T22:00:00.000Z,Mo 🤖#0356,karmaticacid#1218,for amazing work on GIVpower designs and for being very resilient ,5.0,144.0,89.0,,635a845e1ab9982803029e1a,635a845e1ab9982803029e1a,False,False,False,Danibelle the Uno and Only#6791,ClaraZi#5313,divine_comedian#5493,9.43,139.0
1431,635a845e1ab998280302a20e,2022-07-13T22:00:00.000Z,Rodricast#1415,jessveroes,"for working with me on the Google Slide for ETH Barcelona, telling me cool tips and great design ideas ",5.0,8.0,144.0,,,635a845e1ab9982803029dd1,False,False,False,mateodaza#3156,miguelb#5176,divine_comedian#5493,9.13,139.0
419,635a845e1ab9982803029e1a,2022-06-20T22:00:00.000Z,Mo 🤖#0356,karmaticacid#1218,for the great work on GIVpower designs ,5.0,144.0,89.0,,,,False,False,False,Danibelle the Uno and Only#6791,ClaraZi#5313,divine_comedian#5493,79.33,139.0
800,635a845e1ab9982803029f97,2022-06-29T22:00:00.000Z,Yass#3392,karmaticacid#1218,for working together on GIV token investor research & outreach ,144.0,13.0,5.0,,,,False,False,False,Nikola Creatrix#5026,cuidadopeligro#4788,geleeroyale#3228,54.0,139.0
1370,635a845e1ab998280302a1d1,2022-07-13T22:00:00.000Z,willyfox#1178,Danibelle the Uno and Only#6791,for giving such a great talk and not letting a little music stop him! ,13.0,144.0,5.0,,635a845e1ab998280302a084,,False,False,False,Danibelle the Uno and Only#6791,ClaraZi#5313,hanners717#2022,10.8,139.0
346,635a845e1ab9982803029dd1,2022-06-15T22:00:00.000Z,Rodricast#1415,santigs#9769,for putting together the Miro Board for the PFP collection feedback ,13.0,5.0,144.0,,,,False,False,False,mateodaza#3156,miguelb#5176,divine_comedian#5493,54.0,139.0
1491,635a845e1ab998280302a24a,2022-07-13T22:00:00.000Z,Rodricast#1415,Nikola Creatrix#5026,for amazing fun and playful stickers designs ,13.0,8.0,144.0,,,635a845e1ab9982803029dd1,False,False,False,mateodaza#3156,miguelb#5176,divine_comedian#5493,11.8,136.0
1232,635a845e1ab998280302a147,2022-07-13T22:00:00.000Z,Carlos096#8712,karmaticacid#1218,for amazing work manning the booth ,144.0,,8.0,,,,False,False,False,Nikola Creatrix#5026,Almond | oyealmond#7049,hanners717#2022,76.0,136.0
1042,635a845e1ab998280302a089,2022-07-10T22:00:00.000Z,divine_comedian#5493,"Griff (💜,💜)#8888","for pushing the various vesting processes thru, again this also took an incredible amount of teeth pulling to get advice on it! ",8.0,144.0,13.0,,,,False,False,False,Danibelle the Uno and Only#6791,ClaraZi#5313,cuidadopeligro#4788,55.0,136.0
1213,635a845e1ab998280302a134,2022-07-13T22:00:00.000Z,willyfox#1178,karmaticacid#1218,for being an amazing giveth rep! Scaling DAOs talk was incredible & love the support between giveth & shapeshift ,55.0,144.0,8.0,,635a845e1ab998280302a084,,False,False,False,Danibelle the Uno and Only#6791,ClaraZi#5313,hanners717#2022,25.8,136.0
850,635a845e1ab9982803029fc9,2022-06-29T22:00:00.000Z,mateodaza#3156,willyfox#1178,"dev and design team, you have built the best donation platform ever ",144.0,8.0,8.0,,,,False,False,False,Nikola Creatrix#5026,cuidadopeligro#4788,divine_comedian#5493,53.33,136.0
1239,635a845e1ab998280302a14e,2022-07-13T22:00:00.000Z,Rodricast#1415,karmaticacid#1218,"for making everything in giveth beautiful ❤️ banners, swag, stickers, slides - what would we do without you ",8.0,8.0,144.0,,,635a845e1ab9982803029dd1,False,False,False,mateodaza#3156,miguelb#5176,divine_comedian#5493,10.13,136.0
1391,635a845e1ab998280302a1e6,2022-07-13T22:00:00.000Z,WhyldWanderer#7002,Cotabe#4096,for being at ETH BCN and making such a great team ,144.0,8.0,13.0,,,635a845e1ab998280302a0e0,False,False,False,Nikola Creatrix#5026,ClaraZi#5313,hanners717#2022,51.1,136.0
1293,635a845e1ab998280302a184,2022-07-13T22:00:00.000Z,Dr. Suga#8514,Cotabe#4096,and everyone else that help donors get onboarded in the booth. ,144.0,8.0,13.0,,,,False,False,False,Nikola Creatrix#5026,miguelb#5176,hanners717#2022,55.0,136.0
237,635a845e1ab9982803029d64,2022-06-15T22:00:00.000Z,divine_comedian#5493,willyfox#1178,"for facilitating governance, asking hard questions, and proposing creative solutions ",8.0,144.0,13.0,,,,False,False,False,Danibelle the Uno and Only#6791,ClaraZi#5313,cuidadopeligro#4788,55.0,136.0
852,635a845e1ab9982803029fcb,2022-06-29T22:00:00.000Z,markop#2007,willyfox#1178,"dev and design team, you have built the best donation platform ever ",144.0,13.0,8.0,,,,False,False,False,Nikola Creatrix#5026,ClaraZi#5313,geleeroyale#3228,55.0,136.0
1277,635a845e1ab998280302a174,2022-07-13T22:00:00.000Z,Cotabe#4096,hanners717#2022,for being ready at short notice to do an hour interview about Giveth in Spanish. Thanks so much for spreading our message! ,144.0,8.0,21.0,,,635a845e1ab998280302a0af,False,False,False,Nikola Creatrix#5026,miguelb#5176,geleeroyale#3228,51.37,136.0
355,635a845e1ab9982803029dda,2022-06-15T22:00:00.000Z,Carlos096#8712,toraif#4775,for all the great work developing all the beautiful apps. ,144.0,,8.0,,,,False,False,False,Nikola Creatrix#5026,Almond | oyealmond#7049,hanners717#2022,76.0,136.0
1361,635a845e1ab998280302a1c8,2022-07-13T22:00:00.000Z,Rodricast#1415,paxthemax#4454,for doing great work on the designs for everyithing and NICE token ,8.0,13.0,144.0,,635a845e1ab998280302a0ea,635a845e1ab9982803029dd1,False,False,False,mateodaza#3156,miguelb#5176,divine_comedian#5493,7.9,136.0
