USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
divine_comedian,0x826976d7c600d45fb8287ca1d7c76fc8eb732030,1979.2283290696112,306.27528517110267,160.0,0.0,2285.503614240714
karmaticacid#0,0xc46c67bb7e84490d7ebdd0b8ecdaca68cf3823f4,1764.83371482429,0.0,0.0,0.0,1764.83371482429
griffgreen#0,0x839395e20bbb182fa440d08f850e6c7a8f6f0780,1258.9147165746601,0.0,0.0,0.0,1258.9147165746601
almondoyealmond,0x0d22735de6d34dc2ed5efdbc2f30d7aa8e2b9f8e,900.7188366769894,189.50783269961974,99.0,0.0,1090.2266693766092
missgene#0,0xbe6f56ed9e10e5f58876f7bdf1c83eedaa721fbc,1023.6035545980882,0.0,0.0,0.0,1023.6035545980882
danibelle_the_uno_and_only,0x5d28fe1e9f895464aab52287d85ebff32b351674,639.261990036354,183.76517110266158,96.0,0.0,823.0271611390156
missing username,0x0b7246ef74ca7b37fdc3d15be4f0b49876622f95,0.0,0.0,0.0,647.28,647.28
mosaeedi#0,0x17c8020de84d4097b01387823f9d33ff8e62577c,640.5692742695571,0.0,0.0,0.0,640.5692742695571
moenick,0xa4d506434445bb7303ea34a07bc38484cdc64a95,634.0328531035412,0.0,0.0,0.0,634.0328531035412
cuidadopeligro,0x8132505baedbaa7320b8f2340f65976edc0e8fbc,270.6078362730578,312.0179467680608,163.0,0.0,582.6257830411187
mateodazab#0,0x00d18ca9782be1caef611017c2fbc1a39779a57c,573.8977783761951,0.0,0.0,0.0,573.8977783761951
nicbals,0xd9d5d85b2682830ac58a78c279e0c177953738b4,211.7800457789148,344.5596958174905,180.0,0.0,556.3397415964052
hanners717,0x711cdabcfdedef2c82d9da533268d8bb6b7468f8,368.6541537632961,174.19406844106462,91.0,0.0,542.8482222043607
aabugosh,0x33878e070db7f70d2953fe0278cd32adf8104572,507.22628248283297,0.0,0.0,0.0,507.22628248283297
cotabe,0xe64113140960528f6af928d7ca4f45d192286a7a,505.9189982496298,0.0,0.0,0.0,505.9189982496298
_cherik#0,0x8f48094a12c8f99d616ae8f3305d5ec73cbaa6b6,500.68986131681703,0.0,0.0,0.0,500.68986131681703
freshelle,0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,457.54948162111225,0.0,0.0,0.0,457.54948162111225
carlos096,0x317bbc1927be411cd05615d2ffdf8d320c6c4052,453.6276289215027,0.0,0.0,0.0,453.6276289215027
Jake🐍#0203,0xb9573982875b83aadc1296726e2ae77d13d9b98f,437.9402181230646,0.0,0.0,0.0,437.9402181230646
greenbee9327,0x44ac194359fa44ece6cb2e53e8c90547bccb95a0,369.9614379964993,0.0,0.0,0.0,369.9614379964993
geleeroyale,0x701d0ecb3ba780de7b2b36789aec4493a426010a,363.4250168304834,0.0,0.0,0.0,363.4250168304834
ramramez#0,0x10a84b835c5df26f2a380b3e00bcc84a66cd2d34,359.5031641308739,0.0,0.0,0.0,359.5031641308739
whyldwanderer#0,0xed8db37778804a913670d9367aaf4f043aad938b,298.06080517032456,0.0,0.0,0.0,298.06080517032456
Maryjaf#2478,0x756a78077a06493b9ff0ed18b50df695dfa5e0d9,290.2170997711055,0.0,0.0,0.0,290.2170997711055
