USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
divine_comedian,0x826976d7c600d45fb8287ca1d7c76fc8eb732030,8210.835663887108,477.4927698113207,129.0,0.0,8688.328433698429
mohammad_ranjbar_z#0,0x2ea846dc38c6b6451909f1e7ff2bf613a96dc1f3,6493.840718409235,0.0,0.0,0.0,6493.840718409235
karmaticacid,0xc46c67bb7e84490d7ebdd0b8ecdaca68cf3823f4,4014.4110327132776,533.0151849056604,144.0,0.0,4547.426217618938
moenick,0xa4d506434445bb7303ea34a07bc38484cdc64a95,4457.310788967287,0.0,0.0,0.0,4457.310788967287
_cherik#0,0x8f48094a12c8f99d616ae8f3305d5ec73cbaa6b6,3423.8780243745987,0.0,0.0,0.0,3423.8780243745987
almondoyealmond,0x0d22735de6d34dc2ed5efdbc2f30d7aa8e2b9f8e,2610.8839512508002,521.9107018867924,141.0,0.0,3132.794653137593
Maryjaf#2478,0x756a78077a06493b9ff0ed18b50df695dfa5e0d9,3102.32066709429,0.0,0.0,0.0,3102.32066709429
alireza7612#0,0xd5bd8da424af4c9eb87bc9eb94a8478365366fa3,2944.57554842848,0.0,0.0,0.0,2944.57554842848
carlos096,0x317bbc1927be411cd05615d2ffdf8d320c6c4052,2879.8596023091727,0.0,0.0,0.0,2879.8596023091727
Amin#2164,0xf23ea0b5f14afcbe532a1df273f7b233ebe41c78,2770.6514432328413,0.0,0.0,0.0,2770.6514432328413
ramin,0x10a84b835c5df26f2a380b3e00bcc84a66cd2d34,1793.845131494548,533.0151849056604,144.0,0.0,2326.8603164002084
missing username,0x0b7246ef74ca7b37fdc3d15be4f0b49876622f95,0.0,0.0,0.0,2101.92,2101.92
griffgreen#0,0x839395e20bbb182fa440d08f850e6c7a8f6f0780,2038.552302758178,0.0,0.0,0.0,2038.552302758178
whyldwanderer,0xed8db37778804a913670d9367aaf4f043aad938b,1476.332520846697,492.29874716981124,133.0,0.0,1968.6312680165083
geleeroyale,0x701d0ecb3ba780de7b2b36789aec4493a426010a,1708.9054522129577,66.62689811320755,18.0,0.0,1775.5323503261652
rolazo,0xd929f5975a58e086d76229bdb384627408b38d96,1714.9725721616421,0.0,0.0,0.0,1714.9725721616421
greenbee9327,0x44ac194359fa44ece6cb2e53e8c90547bccb95a0,1664.4132392559322,0.0,0.0,0.0,1664.4132392559322
nicbals,0xd9d5d85b2682830ac58a78c279e0c177953738b4,719.9649005772927,533.0151849056604,144.0,0.0,1252.9800854829532
nikola_creatrix,0x9924285ff2207d6e36642b6832a515a6a3aedcab,1112.305323925593,99.9403471698113,27.0,0.0,1212.2456710954043
freshelle,0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,1207.3568697883263,0.0,0.0,0.0,1207.3568697883263
Anamarija#6349,0x6eb78c56f639b3d161456e9f893c8e8ad9d754f0,999.0524182168069,0.0,0.0,0.0,999.0524182168069
hanners717,0x711cdabcfdedef2c82d9da533268d8bb6b7468f8,428.74314304041053,518.2092075471697,140.0,0.0,946.9523505875802
moeshehab#0,0xd49b1e6f160f55d5bb68a146269446d70b577faf,772.5466067992304,0.0,0.0,0.0,772.5466067992304
snakey_jakey.,0xb9573982875b83aadc1296726e2ae77d13d9b98f,762.4347402180877,0.0,0.0,0.0,762.4347402180877
marcelorefi,0x16204069922fc4242fbbc5c664970c9601015865,705.8082873636948,0.0,0.0,0.0,705.8082873636948
mateodaza,0x00d18ca9782be1caef611017c2fbc1a39779a57c,590.5330083386785,88.8358641509434,24.0,0.0,679.3688724896219
juan_work,0xfef5a1a2b3754a2f53161eaaacb3eb889f004d4a,129.43189223861447,507.10472452830186,137.0,0.0,636.5366167669163
parrachia#0,0x144c4e5027b69f7798b2b162d924bcae5c149f15,624.9133547145606,0.0,0.0,0.0,624.9133547145606
andrealomelin,0xd91b4ca4159cfdf90453b3fdb6405a9dfee4b88c,0.0,533.0151849056604,144.0,0.0,533.0151849056604
brichis,0x7fc80fad32ec41fd5cfcc14eee9c31953b6b4a8b,444.9221295702371,0.0,0.0,0.0,444.9221295702371
aabugosh,0x33878e070db7f70d2953fe0278cd32adf8104572,438.855009621552,0.0,0.0,0.0,438.855009621552
giantkin#0,0xff75e131c711e4310c045317779d39b3b4f718c4,392.3404233483003,0.0,0.0,0.0,392.3404233483003
ben_west_monkey_flower#0,missing user address,376.16143681847336,0.0,0.0,0.0,376.16143681847336
Steffan | SteeTweets#9260,0xdb7a41e39807e8c988859f150296db92674b7dc7,359.9824502886463,0.0,0.0,0.0,359.9824502886463
markop#2007,0x6d97d65adff6771b31671443a6b9512104312d3d,301.33362411802455,0.0,0.0,0.0,301.33362411802455
cotabe,0xe64113140960528f6af928d7ca4f45d192286a7a,232.57293136626043,0.0,0.0,0.0,232.57293136626043
zeptimusq#0,0xaa79b87dc8b046a5e4f7d03f1562d7fe5bf98737,179.99122514432347,0.0,0.0,0.0,179.99122514432347
VitorNunes#0090,0x1964b1d5d69f96e6751da98c69b6fbba48a111b5,127.40951892238613,0.0,0.0,0.0,127.40951892238613
santibcn#0,0x4990c17c6c71836e131084be9253cdc9f3f0fe17,123.36477228992922,0.0,0.0,0.0,123.36477228992922
missgene#0,0xbe6f56ed9e10e5f58876f7bdf1c83eedaa721fbc,117.29765234124417,0.0,0.0,0.0,117.29765234124417
elizardwizzard,missing user address,117.29765234124417,0.0,0.0,0.0,117.29765234124417
_denitsa,missing user address,101.11866581141759,0.0,0.0,0.0,101.11866581141759
ismailemin,0xcca02de5372cb0caac425543487789eef5d17fb5,97.07391917896082,0.0,0.0,0.0,97.07391917896082
mosaeedi#0,0x17c8020de84d4097b01387823f9d33ff8e62577c,74.8278127004488,0.0,0.0,0.0,74.8278127004488
krm3351,0x75a562d9f55aa06be2a7af87c27eefb7a3baccd2,68.76069275176398,0.0,0.0,0.0,68.76069275176398
