,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DISMISSED 1,DISMISSED 2,DISMISSED 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,MAX SCORE,DISMISSAL AGREED,ORIGINAL MSG
94,49,64f70a9e6267bea229496c07,2023-09-05T11:01:50.423000Z,oyealmond#0,k3shav,for having a very good session and call about the Ambassador reason: Program yesterday .,False,True,False,nikola_creatrix,cuidadopeligro,brichis,2.6666666666666665,21,False,for having a very good session and call about the Ambassador reason: Program yesterday .
150,48,64f70a9e6267bea229496c06,2023-09-05T11:01:50.422000Z,whyldwanderer#0,k3shav,for having a very good session and call about the Ambassador reason: Program yesterday .,True,False,False,nikola_creatrix,danibelle_the_uno_and_only,almondoyealmond,4.333333333333333,13,False,for having a very good session and call about the Ambassador reason: Program yesterday .
