index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DISMISSED 1,DISMISSED 2,DISMISSED 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,SPREAD
75,635a845c1ab9982803027feb,2021-12-15T23:00:00.000Z,karmaticacid#1218,MoeNick#1374,everyone know why .. 😉 ,3,0,144.0,,,635a845c1ab9982803027fd0,False,True,False,"Griff (💜,💜)#8888",toraif#4775,geleeroyale#3228,5.8,144.0
1019,635a845d1ab998280302839b,2022-01-06T23:00:00.000Z,"Griff (💜,💜)#8888","sem(🌸,🐝)#0161",for making me so welcomed and receive me in in their houses ,144,8,0.0,,,,False,False,True,fuscia,Ramin#4479,ClaraZi#5313,50.67,144.0
1044,635a845d1ab99828030283b4,2022-01-11T23:00:00.000Z,crusher,griff,for pointing out the scammer that posted their private keys to the general channel ,144,1,8.0,,,,False,False,False,Almond | oyealmond#7049,Ramin#4479,Cori#8483,51.0,143.0
226,635a845c1ab9982803028082,2021-12-15T23:00:00.000Z,mohammad_ranjbar_z#2709,geleeroyale#3228,"for being an awesome, hardworking, loving, vibes are high giveth community ❤️❤️❤️❤️ ",144,3,1.0,,,,False,False,False,Nikola Creatrix#5026,tropicalmango#3240,karmaticacid#1218,49.33,143.0
607,635a845c1ab99828030281ff,2021-12-29T23:00:00.000Z,WhyldWanderer#7002,MoeNick#1374,All moderators @algeneee#7773 ,1,34,144.0,,,635a845c1ab9982803028181,False,False,False,Danibelle the Uno and Only#6791,cuidadopeligro#4788,geleeroyale#3228,16.47,143.0
1222,635a845d1ab9982803028466,2022-01-12T23:00:00.000Z,mohammad_ranjbar_z#2709,willyfox#1178,"@WhyldWanderer(💜,💜) for making the first round of GIVbacks a reality ",144,34,1.0,,,,False,False,False,Nikola Creatrix#5026,tropicalmango#3240,karmaticacid#1218,59.67,143.0
619,635a845c1ab998280302820b,2021-12-29T23:00:00.000Z,WhyldWanderer#7002,Carlos096#8712,for moderating! ,1,34,144.0,,635a845c1ab99828030281ff,635a845c1ab9982803028181,False,False,False,Danibelle the Uno and Only#6791,cuidadopeligro#4788,geleeroyale#3228,5.23,143.0
655,635a845c1ab998280302822f,2021-12-29T23:00:00.000Z,WhyldWanderer#7002,divine_comedian#5493,and probably many others for jumping into community moderation during these crazy times ,1,34,144.0,,635a845c1ab99828030281ff,635a845c1ab9982803028181,False,False,False,Danibelle the Uno and Only#6791,cuidadopeligro#4788,geleeroyale#3228,5.23,143.0
625,635a845c1ab9982803028211,2021-12-29T23:00:00.000Z,karmaticacid#1218,Carlos096#8712,for moderating! ,1,5,144.0,,,635a845c1ab998280302819a,False,False,False,"Griff (💜,💜)#8888",toraif#4775,geleeroyale#3228,6.8,143.0
1033,635a845d1ab99828030283a9,2022-01-09T23:00:00.000Z,mateodaza#3156,MoeNick#1374,"came together at Weekly Sync, talked about issues and solutions. ",3,5,144.0,,,,False,False,False,Nikola Creatrix#5026,cuidadopeligro#4788,Nicbals#2154,50.67,141.0
24,635a845c1ab9982803027fb8,2021-12-15T23:00:00.000Z,karmaticacid#1218,karmaticacid#1218,for testing the GIVeconomy and making many issues this week ,34,3,144.0,,,,False,False,False,"Griff (💜,💜)#8888",toraif#4775,geleeroyale#3228,60.33,141.0
738,635a845c1ab9982803028282,2021-12-29T23:00:00.000Z,WhyldWanderer#7002,WhyldWanderer#7002,for taking on community moderation shifts and providing awesome support for Giveth users ,3,34,144.0,,635a845c1ab99828030281ff,635a845c1ab9982803028181,False,False,False,Danibelle the Uno and Only#6791,cuidadopeligro#4788,geleeroyale#3228,5.9,141.0
86,635a845c1ab9982803027ff6,2021-12-15T23:00:00.000Z,karmaticacid#1218,mohammad_ranjbar_z#2709,for great coordinating on giv economy ,144,3,144.0,635a845c1ab9982803027fd6,,635a845c1ab9982803027fd0,False,False,False,"Griff (💜,💜)#8888",toraif#4775,geleeroyale#3228,6.5,141.0
713,635a845c1ab9982803028269,2021-12-29T23:00:00.000Z,WhyldWanderer#7002,Ramin#4479,@DAO for their great effort and their incredible launch without any major issues. I'm proud of you all. ,3,8,144.0,,,635a845c1ab9982803028181,False,False,False,Danibelle the Uno and Only#6791,cuidadopeligro#4788,geleeroyale#3228,8.47,141.0
