,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
3,491,635a845c1ab9982803027db2,2021-12-01T23:00:00.000Z,"Griff (💜,💜)#8888",mateodaza#3156,for being the best leader I know and being an inspiration ,635a845c1ab9982803027d9d,635a845c1ab9982803027d9d,0,freshelle#9882,ClaraZi#5313,cuidadopeligro#4788,3.07,144.0,False,for being the best leader I know and being an inspiration 
4,470,635a845c1ab9982803027d9d,2021-12-01T23:00:00.000Z,"Griff (💜,💜)#8888",Donna.Ofi,for always leading us through the right path and making sure everything is on the track ,0,0,635a845c1ab9982803027db2,freshelle#9882,ClaraZi#5313,cuidadopeligro#4788,55.17,144.0,False,for always leading us through the right path and making sure everything is on the track 
9,800,635a845c1ab9982803027ee7,2021-12-08T23:00:00.000Z,Carlos096#8712,mateodaza#3156,for being excellent mates building the giveth dapp and having it ready for launch ,635a845c1ab9982803027be0,0,0,divine_comedian#5493,Nicbals#2154,Almond | oyealmond#7049,53.47,144.0,False,for being excellent mates building the giveth dapp and having it ready for launch 
12,777,635a845c1ab9982803027ed0,2021-12-08T23:00:00.000Z,paxthemax#4454,karmaticacid#1218,for supporting GIVeconomy smart contracts ,635a845c1ab9982803027cfc,0,635a845c1ab9982803027cfc,divine_comedian#5493,ClaraZi#5313,Almond | oyealmond#7049,14.77,144.0,False,for supporting GIVeconomy smart contracts 
14,550,635a845c1ab9982803027ded,2021-12-01T23:00:00.000Z,mateodaza#3156,markop#2007,for beautifully coding our designs with great attention to detail. ,0,0,635a845c1ab9982803027d7a,WhyldWanderer#7002,Nikola Creatrix#5026,cuidadopeligro#4788,55.7,144.0,False,for beautifully coding our designs with great attention to detail. 
15,628,635a845c1ab9982803027e3b,2021-12-01T23:00:00.000Z,paxthemax#4454,griff,for backing up on the smart contracts ,635a845c1ab9982803027cfc,0,635a845c1ab9982803027cfc,divine_comedian#5493,ClaraZi#5313,Almond | oyealmond#7049,14.77,144.0,False,for backing up on the smart contracts 
16,810,635a845c1ab9982803027ef1,2021-12-08T23:00:00.000Z,"Griff (💜,💜)#8888",WhyldWanderer#7002,for leadership skills and for being such a great mentor - i have learned so much from you ,635a845c1ab9982803027d9d,0,0,freshelle#9882,ClaraZi#5313,cuidadopeligro#4788,55.7,144.0,False,for leadership skills and for being such a great mentor - i have learned so much from you 
18,140,635a845c1ab9982803027c53,2021-11-24T23:00:00.000Z,karmaticacid#1218,WhyldWanderer#7002,"for leading giv economy and comms, keeping everyone on track and making sure things stay organized ",635a845c1ab9982803027beb,0,0,divine_comedian#5493,ClaraZi#5313,Dr. Suga#8514,57.97,144.0,False,"for leading giv economy and comms, keeping everyone on track and making sure things stay organized "
19,192,635a845c1ab9982803027c87,2021-11-24T23:00:00.000Z,karmaticacid#1218,ReForest,"for taking the lead on project management of comms and economy while I was out, and now stepping into that role full on as I transition here to other areas ",0,635a845c1ab9982803027c53,0,divine_comedian#5493,ClaraZi#5313,Dr. Suga#8514,18.8,144.0,False,"for taking the lead on project management of comms and economy while I was out, and now stepping into that role full on as I transition here to other areas "
20,701,635a845c1ab9982803027e84,2021-12-06T23:00:00.000Z,Carlos096#8712,karmaticacid#1218,"for all the work they did today organizing, bug fixing, developing and pushing things forward for the GIVeconomy - DANG today was a busy day and you are all heroes!! ",635a845c1ab9982803027be0,0,0,divine_comedian#5493,Nicbals#2154,Almond | oyealmond#7049,67.47,144.0,False,"for all the work they did today organizing, bug fixing, developing and pushing things forward for the GIVeconomy - DANG today was a busy day and you are all heroes!! "
21,563,635a845c1ab9982803027dfa,2021-12-01T23:00:00.000Z,Carlos096#8712,divine_comedian#5493,"for their constant development work, pushing the giveth.io redesign and GIVeconomy closer to the finish line ",635a845c1ab9982803027be0,0,0,divine_comedian#5493,Nicbals#2154,Almond | oyealmond#7049,67.47,144.0,False,"for their constant development work, pushing the giveth.io redesign and GIVeconomy closer to the finish line "
25,905,635a845c1ab9982803027f50,2021-12-08T23:00:00.000Z,karmaticacid#1218,willyfox#1178,the GIVECONOMY CREW 💜 best team ever <:Giveth:809539267248259092> ,635a845c1ab9982803027beb,0,0,divine_comedian#5493,ClaraZi#5313,Dr. Suga#8514,3.3,89.0,False,the GIVECONOMY CREW 💜 best team ever <:Giveth:809539267248259092> 
26,854,635a845c1ab9982803027f1d,2021-12-08T23:00:00.000Z,Carlos096#8712,WhyldWanderer#7002,for continued work on the Giving Block implementation - its so close i can taste it ,635a845c1ab9982803027e3f,0,635a845c1ab9982803027e3f,divine_comedian#5493,Nicbals#2154,Almond | oyealmond#7049,51.67,144.0,False,for continued work on the Giving Block implementation - its so close i can taste it 
27,931,635a845c1ab9982803027f6a,2021-12-08T23:00:00.000Z,Carlos096#8712,griff,for getting over 700 verified projects on Givethio via The Giving Block integration ,635a845c1ab9982803027e3f,0,635a845c1ab9982803027e3f,divine_comedian#5493,Nicbals#2154,Almond | oyealmond#7049,51.67,144.0,False,for getting over 700 verified projects on Givethio via The Giving Block integration 
28,959,635a845c1ab9982803027f86,2021-12-08T23:00:00.000Z,divine_comedian#5493,karmaticacid#1218,for joining GIVeconomy testing party today! ,635a845c1ab9982803027ea2,635a845c1ab9982803027c52,0,hanners717#2022,Nicbals#2154,Dr. Suga#8514,3.73,89.0,False,for joining GIVeconomy testing party today! 
29,965,635a845c1ab9982803027f8c,2021-12-09T23:00:00.000Z,divine_comedian#5493,karmaticacid#1218,for GIVeconomy testing today! ,635a845c1ab9982803027ea2,635a845c1ab9982803027c52,0,hanners717#2022,Nicbals#2154,Dr. Suga#8514,3.73,89.0,False,for GIVeconomy testing today! 
31,481,635a845c1ab9982803027da8,2021-12-01T23:00:00.000Z,graymachine#0976,karmaticacid#1218,for finishing GIVdrop video ,0,635a845c1ab9982803027c6d,0,WhyldWanderer#7002,"Griff (💜,💜)#8888",Ramin#4479,7.6,89.0,False,for finishing GIVdrop video 
32,731,635a845c1ab9982803027ea2,2021-12-07T23:00:00.000Z,divine_comedian#5493,karmaticacid#1218,for joining the GIVeconomy testing party & call (if I missed you please praise yourself!! forgot to take a screenshot ,0,635a845c1ab9982803027c52,0,hanners717#2022,Nicbals#2154,Dr. Suga#8514,7.63,89.0,False,for joining the GIVeconomy testing party & call (if I missed you please praise yourself!! forgot to take a screenshot 
33,595,635a845c1ab9982803027e1a,2021-12-01T23:00:00.000Z,graymachine#0976,divine_comedian#5493,for a SICK looking GIVdrop video ,0,635a845c1ab9982803027c6d,0,WhyldWanderer#7002,"Griff (💜,💜)#8888",Ramin#4479,18.93,89.0,False,for a SICK looking GIVdrop video 
34,406,635a845c1ab9982803027d5d,2021-11-30T23:00:00.000Z,graymachine#0976,karmaticacid#1218,for all his hard work on GIVdrop video ,0,635a845c1ab9982803027c6d,0,WhyldWanderer#7002,"Griff (💜,💜)#8888",Ramin#4479,18.93,89.0,False,for all his hard work on GIVdrop video 
35,166,635a845c1ab9982803027c6d,2021-11-24T23:00:00.000Z,graymachine#0976,WhyldWanderer#7002,and for their work on GIVeconomy video ,635a845c1ab9982803027d5d,0,0,WhyldWanderer#7002,"Griff (💜,💜)#8888",Ramin#4479,31.83,89.0,False,and for their work on GIVeconomy video 
36,577,635a845c1ab9982803027e08,2021-12-01T23:00:00.000Z,divine_comedian#5493,Carlos096#8712,for testing features! ,635a845c1ab9982803027e05,635a845c1ab9982803027c52,0,hanners717#2022,Nicbals#2154,Dr. Suga#8514,4.4,89.0,False,for testing features! 
38,574,635a845c1ab9982803027e05,2021-12-01T23:00:00.000Z,divine_comedian#5493,karmaticacid#1218,for all the testing on the dapps ,0,635a845c1ab9982803027c52,0,hanners717#2022,Nicbals#2154,Dr. Suga#8514,8.3,89.0,False,for all the testing on the dapps 
40,857,635a845c1ab9982803027f20,2021-12-08T23:00:00.000Z,pKrepe,WhyldWanderer#7002,- PRAISE ALL DEVS!!! ,635a845c1ab9982803027d9a,0,0,divine_comedian#5493,"Griff (💜,💜)#8888",Almond | oyealmond#7049,5.95,89.0,False,- PRAISE ALL DEVS!!! 
43,774,635a845c1ab9982803027ecd,2021-12-08T23:00:00.000Z,freshelle#9882,karmaticacid#1218,for great payment tracking ,0,0,635a845c1ab9982803027d59,Cori#8483,"Griff (💜,💜)#8888",Almond | oyealmond#7049,5.95,89.0,False,for great payment tracking 
44,455,635a845c1ab9982803027d8e,2021-12-01T23:00:00.000Z,freshelle#9882,mateodaza#3156,for being so smooth at payments and super organized ,0,0,635a845c1ab9982803027d59,Cori#8483,"Griff (💜,💜)#8888",Almond | oyealmond#7049,5.95,89.0,False,for being so smooth at payments and super organized 
45,581,635a845c1ab9982803027e0c,2021-12-01T23:00:00.000Z,freshelle#9882,divine_comedian#5493,for managing payments and buddies and work agreements and cat herding ,0,0,635a845c1ab9982803027d59,Cori#8483,"Griff (💜,💜)#8888",Almond | oyealmond#7049,5.95,89.0,False,for managing payments and buddies and work agreements and cat herding 
47,842,635a845c1ab9982803027f11,2021-12-08T23:00:00.000Z,freshelle#9882,WhyldWanderer#7002,for her work to get our payment system on point ,635a845c1ab9982803027e49,0,635a845c1ab9982803027d59,Cori#8483,"Griff (💜,💜)#8888",Almond | oyealmond#7049,4.7,89.0,False,for her work to get our payment system on point 
48,642,635a845c1ab9982803027e49,2021-12-01T23:00:00.000Z,freshelle#9882,griff,for all the hard work managing the payments for Giveth and for all the various Giveth Galaxy Contributors ,0,0,635a845c1ab9982803027d59,Cori#8483,"Griff (💜,💜)#8888",Almond | oyealmond#7049,6.95,89.0,False,for all the hard work managing the payments for Giveth and for all the various Giveth Galaxy Contributors 
49,657,635a845c1ab9982803027e58,2021-12-01T23:00:00.000Z,freshelle#9882,Ramin#4479,and for their support on everyone's payment ,635a845c1ab9982803027e49,0,635a845c1ab9982803027d59,Cori#8483,"Griff (💜,💜)#8888",Almond | oyealmond#7049,4.7,89.0,False,and for their support on everyone's payment 
50,584,635a845c1ab9982803027e0f,2021-12-01T23:00:00.000Z,freshelle#9882,Carlos096#8712,for managing payments and good communication! ,635a845c1ab9982803027e49,0,635a845c1ab9982803027d59,Cori#8483,"Griff (💜,💜)#8888",Almond | oyealmond#7049,4.7,89.0,False,for managing payments and good communication! 
51,804,635a845c1ab9982803027eeb,2021-12-08T23:00:00.000Z,freshelle#9882,mateodaza#3156,for handling PAN payments just in time for the gitcoin grants! ,635a845c1ab9982803027e49,0,635a845c1ab9982803027d59,Cori#8483,"Griff (💜,💜)#8888",Almond | oyealmond#7049,4.7,89.0,False,for handling PAN payments just in time for the gitcoin grants! 
52,789,635a845c1ab9982803027edc,2021-12-08T23:00:00.000Z,freshelle#9882,divine_comedian#5493,for gather PAN payments information and getting it sent out to contributors ,635a845c1ab9982803027e49,0,635a845c1ab9982803027d59,Cori#8483,"Griff (💜,💜)#8888",Almond | oyealmond#7049,4.7,89.0,False,for gather PAN payments information and getting it sent out to contributors 
53,306,635a845c1ab9982803027cf9,2021-11-24T23:00:00.000Z,divine_comedian#5493,karmaticacid#1218,for stepping up on testing ,0,635a845c1ab9982803027c52,0,hanners717#2022,Nicbals#2154,Dr. Suga#8514,8.97,89.0,False,for stepping up on testing 
54,571,635a845c1ab9982803027e02,2021-12-01T23:00:00.000Z,"Griff (💜,💜)#8888",divine_comedian#5493,for knowing when to cut scope 😉 ,635a845c1ab9982803027d9f,0,0,freshelle#9882,ClaraZi#5313,cuidadopeligro#4788,6.3,89.0,False,for knowing when to cut scope 😉 
55,892,635a845c1ab9982803027f43,2021-12-08T23:00:00.000Z,karmaticacid#1218,Carlos096#8712,Pretty much everyone for testing the Giv Economy and all devs for their amazing work! ,635a845c1ab9982803027beb,0,0,divine_comedian#5493,ClaraZi#5313,Dr. Suga#8514,15.97,89.0,False,Pretty much everyone for testing the Giv Economy and all devs for their amazing work! 
56,552,635a845c1ab9982803027def,2021-12-01T23:00:00.000Z,freshelle#9882,Donna.Ofi,for her great support on payments! ,635a845c1ab9982803027e49,0,635a845c1ab9982803027d59,Cori#8483,"Griff (💜,💜)#8888",Almond | oyealmond#7049,4.7,89.0,False,for her great support on payments! 
59,36,635a845c1ab9982803027beb,2021-11-17T23:00:00.000Z,karmaticacid#1218,hannahjojo,for giv economy work ,0,635a845c1ab9982803027c2e,0,divine_comedian#5493,ClaraZi#5313,Dr. Suga#8514,34.3,89.0,False,for giv economy work 
60,258,635a845c1ab9982803027cc9,2021-11-24T23:00:00.000Z,divine_comedian#5493,MoeNick#1374,for great testing assist ,635a845c1ab9982803027c52,635a845c1ab9982803027c52,0,hanners717#2022,Nicbals#2154,Dr. Suga#8514,5.33,89.0,False,for great testing assist 
61,928,635a845c1ab9982803027f67,2021-12-08T23:00:00.000Z,freshelle#9882,Carlos096#8712,for working on PAN payments! ,635a845c1ab9982803027e49,0,635a845c1ab9982803027d59,Cori#8483,"Griff (💜,💜)#8888",Almond | oyealmond#7049,4.7,89.0,False,for working on PAN payments! 
62,923,635a845c1ab9982803027f62,2021-12-08T23:00:00.000Z,karmaticacid#1218,Cherik#4711,for following up GIVeconomy and her efforts. ,635a845c1ab9982803027beb,0,0,divine_comedian#5493,ClaraZi#5313,Dr. Suga#8514,16.97,89.0,False,for following up GIVeconomy and her efforts. 
63,979,635a845c1ab9982803027f9a,2021-12-14T23:00:00.000Z,divine_comedian#5493,karmaticacid#1218,"for all the many GIVeconomy test fixes, for uploading all the docs and putting all the links in there - you're a hero 👀 ",0,635a845c1ab9982803027c52,0,hanners717#2022,Nicbals#2154,Dr. Suga#8514,9.97,89.0,False,"for all the many GIVeconomy test fixes, for uploading all the docs and putting all the links in there - you're a hero 👀 "
64,325,635a845c1ab9982803027d0c,2021-11-24T23:00:00.000Z,"Griff (💜,💜)#8888",geleeroyale#3228,for his awesome work on the tokenomics and ops side for that ,635a845c1ab9982803027bf4,0,0,freshelle#9882,ClaraZi#5313,cuidadopeligro#4788,35.3,89.0,False,for his awesome work on the tokenomics and ops side for that 
70,639,635a845c1ab9982803027e46,2021-12-01T23:00:00.000Z,divine_comedian#5493,griff,for all the testing work to make sure we have a great product ,635a845c1ab9982803027e38,635a845c1ab9982803027c52,0,hanners717#2022,Nicbals#2154,Dr. Suga#8514,6.07,89.0,False,for all the testing work to make sure we have a great product 
71,656,635a845c1ab9982803027e57,2021-12-01T23:00:00.000Z,"Griff (💜,💜)#8888",Ramin#4479,and for their support on everyone's payment ,635a845c1ab9982803027d5a,635a845c1ab9982803027d5a,635a845c1ab9982803027e4a,freshelle#9882,ClaraZi#5313,cuidadopeligro#4788,4.1,89.0,False,and for their support on everyone's payment 
72,785,635a845c1ab9982803027ed8,2021-12-08T23:00:00.000Z,Amin#2164,mohammad_ranjbar_z#2709,for his amazing effort on giv economy and help & debug my codes ,0,635a845c1ab9982803027eb7,0,WhyldWanderer#7002,Nikola Creatrix#5026,Almond | oyealmond#7049,25.63,89.0,False,for his amazing effort on giv economy and help & debug my codes 
74,559,635a845c1ab9982803027df6,2021-12-01T23:00:00.000Z,karmaticacid#1218,divine_comedian#5493,for leading efficient comms and GIVeconomy calls ,635a845c1ab9982803027cab,635a845c1ab9982803027d80,0,divine_comedian#5493,ClaraZi#5313,Dr. Suga#8514,7.73,89.0,False,for leading efficient comms and GIVeconomy calls 
75,290,635a845c1ab9982803027ce9,2021-11-24T23:00:00.000Z,karmaticacid#1218,mohammad_ranjbar_z#2709,For helping on making issues and organize team in giv economy ,635a845c1ab9982803027beb,635a845c1ab9982803027cab,0,divine_comedian#5493,ClaraZi#5313,Dr. Suga#8514,10.27,89.0,False,For helping on making issues and organize team in giv economy 
