USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
divine_comedian,0x826976d7c600d45fb8287ca1d7c76fc8eb732030,9131.52,218.65669323147094,54.0,0.0,9350.176693231471
karmaticacid#0,0xc46c67bb7e84490d7ebdd0b8ecdaca68cf3823f4,8372.77370181818,0.0,0.0,0.0,8372.77370181818
griffgreen#0,0x839395e20bbb182fa440d08f850e6c7a8f6f0780,6395.384552727273,0.0,0.0,0.0,6395.384552727273
freshelle,0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,1658.6160872727273,534.4941390102622,132.0,0.0,2193.1102262829895
mohammad_ranjbar_z,0x2ea846dc38c6b6451909f1e7ff2bf613a96dc1f3,1643.6736,0.0,0.0,0.0,1643.6736
carlos096,0x317bbc1927be411cd05615d2ffdf8d320c6c4052,1539.0761890909082,0.0,0.0,0.0,1539.0761890909082
missing username,0x0b7246ef74ca7b37fdc3d15be4f0b49876622f95,0.0,0.0,0.0,1521.92,1521.92
oyealmond#0,0x0d22735de6d34dc2ed5efdbc2f30d7aa8e2b9f8e,1361.4266181818186,0.0,0.0,0.0,1361.4266181818186
geleeroyale,0x701d0ecb3ba780de7b2b36789aec4493a426010a,1200.3798109090903,0.0,0.0,0.0,1200.3798109090903
ramin,0x10a84b835c5df26f2a380b3e00bcc84a66cd2d34,652.4886109090909,534.4941390102622,132.0,0.0,1186.982749919353
greenbee9327,0x44ac194359fa44ece6cb2e53e8c90547bccb95a0,1175.4756654545452,0.0,0.0,0.0,1175.4756654545452
Amin#2164,0xf23ea0b5f14afcbe532a1df273f7b233ebe41c78,1117.3659927272727,0.0,0.0,0.0,1117.3659927272727
snakey_jakey.,0xb9573982875b83aadc1296726e2ae77d13d9b98f,894.8889599999994,0.0,0.0,0.0,894.8889599999994
whyldwanderer#0,0xed8db37778804a913670d9367aaf4f043aad938b,893.2286836363633,0.0,0.0,0.0,893.2286836363633
nikola_creatrix,0x9924285ff2207d6e36642b6832a515a6a3aedcab,366.9210763636363,518.2973469190422,128.0,0.0,885.2184232826785
krmet,missing user address,841.7601163636364,0.0,0.0,0.0,841.7601163636364
alireza7612#0,0xd5bd8da424af4c9eb87bc9eb94a8478365366fa3,742.143534545455,0.0,0.0,0.0,742.143534545455
Anamarija#6349,0x6eb78c56f639b3d161456e9f893c8e8ad9d754f0,642.5269527272726,0.0,0.0,0.0,642.5269527272726
hanners717#0,0x711cdabcfdedef2c82d9da533268d8bb6b7468f8,569.4747927272724,0.0,0.0,0.0,569.4747927272724
forestkeeperio,0x1019236722517506732d92dac0f7b9b4ed993d8d,0.0,534.4941390102622,132.0,0.0,534.4941390102622
cherrywiner,0x585c4d8f227ad78b0991176f0df27d2393f7228d,0.0,534.4941390102622,132.0,0.0,534.4941390102622
marcelorefi,0x16204069922fc4242fbbc5c664970c9601015865,513.025396363636,0.0,0.0,0.0,513.025396363636
cotabe,0xe64113140960528f6af928d7ca4f45d192286a7a,444.9540654545455,0.0,0.0,0.0,444.9540654545455
chuygarcia.eth,0xb22981ba3fe1de2325935c91a3b717168fb86714,0.0,421.1165943717218,104.0,0.0,421.1165943717218
